,Unnamed: 0,index,State,Pharmacy Name,Street Address 1 (physical store address),Street Address 2,City,Zip,Borough,county,location_lat,location_long,Location
1626,1626,1640,Oregon,SAFEWAY PHARMACY #4513,,,EUGENE OR 97405,,,Lane County,,,
1627,1627,1641,Oregon,SAFEWAY PHARMACY #4904,,,MYRTLE CREEK OR 97457,,,Douglas County,,,
1628,1628,1642,Oregon,SAFEWAY PHARMACY #508,,,LAKE OSWEGO OR 97034,,,Clackamas County,,,
1629,1629,1643,Oregon,SAFEWAY PHARMACY #509,,,PORTLAND OR 97211,,,Multnomah County,,,
1630,1630,1644,Oregon,SAFEWAY PHARMACY #514,,,BEND OR 97701,,,Deschutes County,,,
1631,1631,1645,Oregon,SAFEWAY PHARMACY #521,,,BORING OR 97009,,,Clackamas County,,,
1632,1632,1646,Oregon,SAFEWAY PHARMACY #525,,,MEDFORD OR 97504,,,Jackson County,,,
1633,1633,1647,Oregon,SAFEWAY PHARMACY #782,,,SANDY OR 97055,,,Clackamas County,,,
1634,1634,1648,Oregon,SAFEWAY PHARMACY CALL CENTER,,,CLACKAMAS OR 97015,,,Clackamas County,,,
1635,1635,1649,Oregon,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO PHARMACY,,,ONTARIO OR 97914,,,Malheur County,,,
1636,1636,1650,Oregon,SAINT ALPHONSUS MEDICAL CENTER- BAKER CITY PHARMACY,,,BAKER CITY OR 97814,,,Baker County,,,
1637,1637,1651,Oregon,SALEM HEALTH PHARMACY,,,SALEM OR 97301,,,Marion County,,,
1638,1638,1652,Oregon,SALEM HEALTH RETAIL PHARMACY,,,SALEM OR 97301,,,Marion County,,,
1639,1639,1653,Oregon,SALEM HEALTH WEST VALLEY PHARMACY,,,DALLAS OR 97338,,,Polk County,,,
1640,1640,1654,Oregon,"SALUD MEDICAL CTR, YAKIMA VALLEY FARM WORKER'S CLINIC",,,WOODBURN OR 97071,,,Marion County,,,
1641,1641,1655,Oregon,"SAMARITAN ALBANY GEN HOSP, ELM ST PHARMACY",,,ALBANY OR 97321,,,Linn County,,,
1642,1642,1656,Oregon,SAMARITAN LEBANON COMMUNITY PHARMACY,,,LEBANON OR 97355,,,Linn County,,,
1643,1643,1657,Oregon,SAMARITAN NORTH LINCOLN HOSPITAL PHARMACY,,,LINCOLN CITY OR 97367,,,Lincoln County,,,
1644,1644,1658,Oregon,SAMARITAN PACIFIC COMMUNITIES HOSPITAL PHARMACY,,,NEWPORT OR 97365,,,Lincoln County,,,
1645,1645,1659,Oregon,SAMARITAN PHARMACY SERVICES,,,CORVALLIS OR 97330,,,Benton County,,,
1646,1646,1660,Oregon,SAMARITAN SPECIALTY PHARMACY,,,CORVALLIS OR 97330,,,Benton County,,,
1647,1647,1661,Oregon,SANTIAM MEMORIAL HOSPITAL PHARMACY,,,STAYTON OR 97383,,,Marion County,,,
1648,1648,1662,Oregon,SAV-ON PHARMACY #2528,,,MCMINNVILLE OR 97128,,,Yamhill County,,,
1649,1649,1663,Oregon,SAV-ON PHARMACY #3211,,,BAKER CITY OR 97814,,,Baker County,,,
1650,1650,1664,Oregon,SAV-ON PHARMACY #3508,,,MEDFORD OR 97504,,,Jackson County,,,
1651,1651,1665,Oregon,SAV-ON PHARMACY #3529,,,EUGENE OR 97402,,,Lane County,,,
1652,1652,1666,Oregon,SAV-ON PHARMACY #3531,,,LAKE OSWEGO OR 97035,,,Clackamas County,,,
1653,1653,1667,Oregon,SAV-ON PHARMACY #3541,,,GRANTS PASS OR 97527,,,Josephine County,,,
1654,1654,1668,Oregon,SAV-ON PHARMACY #3542,,,TIGARD OR 97223,,,Washington County,,,
1655,1655,1669,Oregon,SAV-ON PHARMACY #3553,,,BEND OR 97702,,,Deschutes County,,,
1656,1656,1670,Oregon,SAV-ON PHARMACY #3564,,,EUGENE OR 97405,,,Lane County,,,
1657,1657,1671,Oregon,SAV-ON PHARMACY #3593,,,MEDFORD OR 97501,,,Jackson County,,,
1658,1658,1672,Oregon,SAV-ON PHARMACY #3595,,,CENTRAL POINT OR 97502,,,Jackson County,,,
1659,1659,1673,Oregon,SAV-ON PHARMACY #505,,,PORTLAND OR 97221,,,Multnomah County,,,
1660,1660,1674,Oregon,SAV-ON PHARMACY #513,,,EUGENE OR 97402,,,Lane County,,,
1661,1661,1675,Oregon,SAV-ON PHARMACY #515,,,ROSEBURG OR 97471,,,Douglas County,,,
1662,1662,1676,Oregon,SAV-ON PHARMACY #536,,,TROUTDALE OR 97060,,,Multnomah County,,,
1663,1663,1677,Oregon,SAV-ON PHARMACY #560,,,EUGENE OR 97404,,,Lane County,,,
1664,1664,1678,Oregon,SAV-ON PHARMACY #564,,,PORTLAND OR 97230,,,Multnomah County,,,
1665,1665,1679,Oregon,SAV-ON PHARMACY #570,,,SPRINGFIELD OR 97477,,,Lane County,,,
1666,1666,1680,Oregon,SAV-ON PHARMACY #571,,,OREGON CITY OR 97045,,,Clackamas County,,,
1667,1667,1683,Oregon,SAV-ON PHARMACY #572,,,EUGENE OR 97401,,,Lane County,,,
1668,1668,1684,Oregon,SAV-ON PHARMACY #574,,,SPRINGFIELD OR 97478,,,Lane County,,,
1669,1669,1685,Oregon,SAV-ON PHARMACY #575,,,PORTLAND OR 97218,,,Multnomah County,,,
1670,1670,1686,Oregon,SAV-ON PHARMACY #577,,,KLAMATH FALLS OR 97603,,,Klamath County,,,
1671,1671,1687,Oregon,SAV-ON PHARMACY #590,,,HILLSBORO OR 97123,,,Washington County,,,
1672,1672,1688,Oregon,SAV-ON PHARMACY #591,,,HILLSBORO OR 97124,,,Washington County,,,
1673,1673,1689,Oregon,SAV-RX PHARMACY,,,FREMONT NE 68025,,,Dodge County,,,
1674,1674,1690,Oregon,SCHRAFT'S 2.0,,,CEDAR KNOLLS NJ 07927,,,Morris County,,,
1675,1675,1691,Oregon,SCRIPTS RX PHARMACY,,,CHICAGO IL 60657,,,Cook County,,,
1676,1676,1692,Oregon,SEMPERT'S DRUG,,,MYRTLE POINT OR 97458,,,Coos County,,,
1677,1677,1693,Oregon,SENDERRA RX PARTNERS LLC,,,RICHARDSON TX 75081,,,Dallas County,,,
1678,1678,1694,Oregon,SERVE YOU RX,,,MILWAUKEE WI 53226,,,Milwaukee County,,,
1679,1679,1695,Oregon,SHADY COVE PHARMACY,,,SHADY COVE OR 97539,,,Jackson County,,,
1680,1680,1696,Oregon,SHERIDAN PHARMACY,,,SHERIDAN OR 97378,,,Yamhill County,,,
1681,1681,1697,Oregon,SHRINERS HOSPITAL FOR CHILDREN,,,PORTLAND OR 97239,,,Multnomah County,,,
1682,1682,1698,Oregon,SILETZ COMMUNITY HEALTH CLINIC,,,SILETZ OR 97380,,,Lincoln County,,,
1683,1683,1699,Oregon,SILVERTON DRUG HI SCHOOL PHARMACY #1178,,,SILVERTON OR 97381,,,Marion County,,,
1684,1684,1700,Oregon,SILVERTON HOSPITAL PHARMACY,,,SILVERTON OR 97381,,,Marion County,,,
1685,1685,1701,Oregon,SILVERTON PILL BOX,,,SILVERTON OR 97381,,,Marion County,,,
1686,1686,1702,Oregon,SIMPLE MEDS,,,INDIANAPOLIS IN 46250,,,Marion County,,,
1687,1687,1703,Oregon,SIMPLE RX PHARMACY,,,ARLINGTON TX 76011,,,Tarrant County,,,
1688,1688,1704,Oregon,SISKIYOU COMMUNITY HEALTH CENTER INC,,,CAVE JUNCTION OR 97523,,,Josephine County,,,
1689,1689,1705,Oregon,SISKIYOU COMMUNITY HEALTH CENTER PHARMACY INC,,,GRANTS PASS OR 97526,,,Josephine County,,,
1690,1690,1706,Oregon,SISTERS DRUG AND GIFT,,,SISTERS OR 97759,,,Deschutes County,,,
1691,1691,1707,Oregon,SKIN SPECIALTY SOLUTIONS INC,,,FENTON MO 63026,,,St. Louis County,,,
1692,1692,1708,Oregon,SKIP'S PHARMACY,,,DEERFIELD BEACH FL 33442,,,Broward County,,,
1693,1693,1709,Oregon,SKY LAKES DOWNTOWN PHARMACY,,,KLAMATH FALLS OR 97601,,,Klamath County,,,
1694,1694,1710,Oregon,SKY LAKES MEDICAL CENTER,,,KLAMATH FALLS OR 97603,,,Klamath County,,,
1695,1695,1711,Oregon,SKY LAKES OUTPATIENT PHARMACY,,,KLAMATH FALLS OR 97601,,,Klamath County,,,
1696,1696,1712,Oregon,SMART PHARMACY,,,JACKSONVILLE FL 32224,,,Duval County,,,
1697,1697,1713,Oregon,SMARTPRACTICE ALLERGEN BANK LLC,,,PHOENIX AZ 85008,,,Maricopa County,,,
1698,1698,1714,Oregon,SMP PHARMACY SOLUTIONS #2,,,MIAMI FL 33155,,,Miami-Dade County,,,
1699,1699,1715,Oregon,SMP PHARMACY SOLUTIONS #4,,,NORTHRIDGE CA 91324,,,Los Angeles County,,,
1700,1700,1716,Oregon,SOFIE,,,GILROY CA 95020,,,Santa Clara County,,,
1701,1701,1717,Oregon,SOLARA MEDICAL SUPPLIES LLC,,,CHULA VISTA CA 91913,,,San Diego County,,,
1702,1702,1718,Oregon,SOLEO HEALTH INC,,,HAYWARD CA 94545,,,Alameda County,,,
1703,1703,1719,Oregon,SOLEO HEALTH INC,,,DUBLIN OH 43016,,,Franklin County,,,
1704,1704,1720,Oregon,SOLUTIONS PHARMACY,,,COLLEGEDALE TN 37315,,,Hamilton County,,,
1705,1705,1721,Oregon,SONEXUS HEALTH PHARMACY SERVICES LLC,,,LEWISVILLE TX 75067,,,Denton County,,,
1706,1706,1722,Oregon,SORTPAK PHARMACY,,,GLENDALE CA 91205,,,Los Angeles County,,,
1707,1707,1723,Oregon,SOUTH LAKE PHARMACY,,,ZEPHYRHILLS FL 33542,,,Pasco County,,,
1708,1708,1724,Oregon,SOUTHEAST HEALTH CLINIC PHARMACY,,,PORTLAND OR 97202,,,Multnomah County,,,
1709,1709,1725,Oregon,SPECIALTY PHARMACY,,,WILSONVILLE OR 97070,,,Clackamas County,,,
1710,1710,1726,Oregon,SPECIALTY THERAPEUTIC CARE,,,HOUSTON TX 77043,,,Harris County,,,
1711,1711,1727,Oregon,ST ANTHONY HOSPITAL PHARMACY,,,PENDLETON OR 97801,,,Umatilla County,,,
1712,1712,1728,Oregon,ST CHARLES CANCER CENTER-REDMOND,,,REDMOND OR 97756,,,Deschutes County,,,
1713,1713,1729,Oregon,ST CHARLES MEDICAL CENTER-BEND,,,BEND OR 97701,,,Deschutes County,,,
1714,1714,1730,Oregon,"ST CHARLES MEDICAL CENTER-BEND, ST CHARLES CANCER CENTER-BEND",,,BEND OR 97701,,,Deschutes County,,,
1715,1715,1731,Oregon,ST LUKE'S MSTI BAKER PHARMACY,,,BAKER CITY OR 97814,,,Baker County,,,
1716,1716,1732,Oregon,ST LUKE'S REGIONAL MEDICAL CENTER OUTPATIENT PHARMACY,,,BOISE ID 83712,,,Ada County,,,
1717,1717,1733,Oregon,ST. CHARLES MEDICAL CENTER - MADRAS,,,MADRAS OR 97741,,,Jefferson County,,,
1718,1718,1734,Oregon,ST. CHARLES MEDICAL CENTER - REDMOND,,,REDMOND OR 97756,,,Deschutes County,,,
1719,1719,1735,Oregon,ST. CHARLES PRINEVILLE,,,PRINEVILLE OR 97754,,,Crook County,,,
1720,1720,1736,Oregon,STAR MEDICAL RX,,,KANSAS CITY MO 64117,,,Clay County,,,
1721,1721,1737,Oregon,STAYTON PHARMACY,,,STAYTON OR 97383,,,Marion County,,,
1722,1722,1738,Oregon,STEEPLECHASE EXPRESS RX,,,HOUSTON TX 77065,,,Harris County,,,
1723,1723,1739,Oregon,STERLING SPECIALTY PHARMACY,,,MENDOTA HEIGHTS MN 55120,,,Dakota County,,,
1724,1724,1740,Oregon,STOKES PHARMACY,,,MOUNT LAUREL NJ 08054,,,Burlington County,,,
1725,1725,1741,Oregon,SUBLIMITY PHARMACY SERVICES,,,STAYTON OR 97383,,,Marion County,,,
1726,1726,1742,Oregon,SUMMIT PHARMACY INC,,,PHOENIX AZ 85029,,,Maricopa County,,,
1727,1727,1743,Oregon,SUTHERLIN DRUG,,,SUTHERLIN OR 97479,,,Douglas County,,,
1728,1728,1744,Oregon,TAILOR MADE COMPOUNDING,,,NICHOLASVILLE KY 40356,,,Jessamine County,,,
1729,1729,1745,Oregon,TAYLORS PHARMACY,,,WINTER PARK FL 32789,,,Orange County,,,
1730,1730,1746,Oregon,TC SCRIPT LLC,,,SCOTTSDALE AZ 85255,,,Maricopa County,,,
1731,1731,1747,Oregon,THE ALLIANCE PHARMACY,,,WESTBURY NY 11590,,,Nassau County,,,
1732,1732,1748,Oregon,THE APOTHECARY EHHC,,,PORTLAND OR 97227,,,Multnomah County,,,
1733,1733,1749,Oregon,THE FALLS COMPOUNDING PHARMACY,,,SNOQUALMIE WA 98065,,,King County,,,
1734,1734,1750,Oregon,THE KROGER CO. CENTRAL PRESCRIPTION PROCESSING,,,BLUE ASH OH 45242,,,Hamilton County,,,
1735,1735,1751,Oregon,THE PILL CLUB,,,SAN CARLOS CA 94070,,,San Mateo County,,,
1736,1736,1752,Oregon,THE PRESCRIPTION CENTER,,,LA CROSSE WI 54601,,,La Crosse County,,,
1737,1737,1753,Oregon,THE PRESCRIPTION PAD LLC,,,FRUITLAND ID 83619,,,Payette County,,,
1738,1738,1754,Oregon,THE WELLNESS CENTER PHARMACY INC,,,CHATTANOOGA TN 37421,,,Hamilton County,,,
1739,1739,1755,Oregon,THERACOM,,,BROOKS KY 40109,,,Bullitt County,,,
1740,1740,1756,Oregon,TILLAMOOK PHARMACY,,,TILLAMOOK OR 97141,,,Tillamook County,,,
1741,1741,1757,Oregon,TILLAMOOK REGIONAL MEDICAL CENTER,,,TILLAMOOK OR 97141,,,Tillamook County,,,
1742,1742,1758,Oregon,TOTAL VEIN PHARMACY LLC,,,HOUSTON TX 77008,,,Harris County,,,
1743,1743,1759,Oregon,TPC PHARMACY,,,FORT WORTH TX 76155,,,Tarrant County,,,
1744,1744,1760,Oregon,TRANSCRIPT PHARMACY,,,FLOWOOD MS 39232,,,Rankin County,,,
1745,1745,1761,Oregon,TRANSITION PHARMACY,,,TREVOSE PA 19053,,,Bucks County,,,
1746,1746,1762,Oregon,TRIAD RX INC,,,DAPHNE AL 36526,,,Baldwin County,,,
1747,1747,1763,Oregon,TRINITY VALLEY PHARMACY LLC,,,GRANTS PASS OR 97526,,,Josephine County,,,
1748,1748,1764,Oregon,TRUAX PATIENT SERVICES,,,BEMIDJI MN 56601,,,Beltrami County,,,
1749,1749,1765,Oregon,TRUSTEDMEDRX LLC,,,BOCA RATON FL 33487,,,Palm Beach County,,,
1750,1750,1766,Oregon,TUALITY COMMUNITY HOSPITAL PHARMACY,,,HILLSBORO OR 97123,,,Washington County,,,
1751,1751,1767,Oregon,TWELVESTONE MEDICAL INC,,,MURFREESBORO TN 37129,,,Rutherford County,,,
1752,1752,1768,Oregon,UNITED PHARMACY LLC,,,WEST PALM BEACH FL 33417,,,Palm Beach County,,,
1753,1753,1769,Oregon,UNITY CENTER FOR BEHAVIORAL HEALTH,,,PORTLAND OR 97232,,,Multnomah County,,,
1754,1754,1770,Oregon,UNIVERSITY COMPOUNDING PHARMACY,,,SAN DIEGO CA 92101,,,San Diego County,,,
1755,1755,1771,Oregon,UNIVERSITY OF COLORADO HOSPITAL ATRIUM PHARMACY,,,AURORA CO 80045,,,Adams County,,,
1756,1756,1772,Oregon,UNIVERSITY OF OREGON HEALTH CENTER,,,EUGENE OR 97403,,,Lane County,,,
1757,1757,1773,Oregon,US BIOSERVICES,,,CARROLLTON TX 75010,,,Denton County,,,
1758,1758,1774,Oregon,US BIOSERVICES,,,DENVER CO 80216,,,Denver County,,,
1759,1759,1775,Oregon,US COMPOUNDING INC,,,CONWAY AR 72032,,,Faulkner County,,,
1760,1760,1776,Oregon,US MED LLC,,,MIAMI FL 33126,,,Miami-Dade County,,,
1761,1761,1777,Oregon,US PHARMAMED LLC,,,RALEIGH NC 27609,,,Wake County,,,
1762,1762,1778,Oregon,US SPECIALTY CARE LLC,,,LAKELAND FL 33810,,,Polk County,,,
1763,1763,1779,Oregon,US SPECIALTY CARE LLC,,,CENTENNIAL CO 80112,,,Arapahoe County,,,
1764,1764,1780,Oregon,US VET MEDS,,,NOVATO CA 94949,,,Marin County,,,
1765,1765,1781,Oregon,USRC PHARMACY LLC,,,NASHVILLE TN 37203,,,Davidson County,,,
1766,1766,1782,Oregon,VALEDA RX,,,PITTSBURGH PA 15234,,,Allegheny County,,,
1767,1767,1783,Oregon,VALLEY DRUGS,,,WINSTON OR 97496,,,Douglas County,,,
1768,1768,1784,Oregon,VALLEY VET PHARMACY,,,MARYSVILLE KS 66508,,,Marshall County,,,
1769,1769,1785,Oregon,VALUE SPECIALTY PHARMACY,,,DUNCANSVILLE PA 16635,,,Blair County,,,
1770,1770,1786,Oregon,VALUSTAR PHARMACY,,,HOUSTON TX 77030,,,Harris County,,,
1771,1771,1787,Oregon,VANDERBILT INTEGRATED PHARMACY,,,NASHVILLE TN 37211,,,Davidson County,,,
1772,1772,1788,Oregon,VASCO RX,,,PHOENIX AZ 85032,,,Maricopa County,,,
1773,1773,1789,Oregon,VECTRARX MAIL PHARMACY SERVICES LLC,,,ORO VALLEY AZ 85737,,,Pima County,,,
1774,1774,1790,Oregon,VERTISIS CUSTOM PHARMACY,,,SCOTTSDALE AZ 85260,,,Maricopa County,,,
1775,1775,1791,Oregon,VET APPROVED RX,,,OAKLAND TN 38060,,,Fayette County,,,
1776,1776,1792,Oregon,VET RX DIRECT,,,CORALVILLE IA 52241,,,Johnson County,,,
1777,1777,1793,Oregon,VETSOURCE HOME DELIVERY,,,PORTLAND OR 97230,,,Multnomah County,,,
1778,1778,1794,Oregon,VG BEAVERTON PHARMACY,,,BEAVERTON OR 97005,,,Washington County,,,
1779,1779,1795,Oregon,VG HILLSBORO PHARMACY,,,HILLSBORO OR 97123,,,Washington County,,,
1780,1780,1796,Oregon,VG MCMINNVILLE PHARMACY,,,MCMINNVILLE OR 97128,,,Yamhill County,,,
1781,1781,1797,Oregon,VG NEWBERG PHARMACY,,,NEWBERG OR 97132,,,Yamhill County,,,
1782,1782,1798,Oregon,VILLAGE COMPOUNDING PHARMACY,,,HOUSTON TX 77024,,,Harris County,,,
1783,1783,1799,Oregon,VIRGINIA GARCIA MEMORIAL HEALTH CENTER PHARMACY,,,CORNELIUS OR 97113,,,Washington County,,,
1784,1784,1800,Oregon,VIRGINIA MASON GEORGETOWN PHARMACY,,,SEATTLE WA 98108,,,King County,,,
1785,1785,1801,Oregon,VITAL CARE RX,,,MERIDIAN MS 39301,,,Lauderdale County,,,
1786,1786,1802,Oregon,WALGREENS,,,CHANDLER AZ 85286,,,Maricopa County,,,
1787,1787,1803,Oregon,WALGREENS #01100,,,HAPPY VALLEY OR 97086,,,Clackamas County,,,
1788,1788,1804,Oregon,WALGREENS #01109-2,,,MUSCLE SHOALS AL 35661,,,Colbert County,,,
1789,1789,1805,Oregon,WALGREENS #02445,,,ORLANDO FL 32819,,,Orange County,,,
1790,1790,1806,Oregon,WALGREENS #09258,,,SPRINGFIELD OR 97477,,,Lane County,,,
1791,1791,1807,Oregon,WALGREENS #09287,,,SALEM OR 97317,,,Marion County,,,
1792,1792,1808,Oregon,WALGREENS #09328,,,MEDFORD OR 97501,,,Jackson County,,,
1793,1793,1809,Oregon,WALGREENS #09353,,,CORNELIUS OR 97113,,,Washington County,,,
1794,1794,1810,Oregon,WALGREENS #09544,,,MILWAUKIE OR 97222,,,Clackamas County,,,
1795,1795,1811,Oregon,WALGREENS #09625,,,LAKE OSWEGO OR 97035,,,Clackamas County,,,
1796,1796,1812,Oregon,WALGREENS #09650,,,SALEM OR 97304,,,Polk County,,,
1797,1797,1813,Oregon,WALGREENS #09651,,,THE DALLES OR 97058,,,Wasco County,,,
1798,1798,1814,Oregon,WALGREENS #09671,,,WARRENTON OR 97146,,,Clatsop County,,,
1799,1799,1815,Oregon,WALGREENS #09875,,,LINCOLN CITY OR 97367,,,Lincoln County,,,
1800,1800,1816,Oregon,WALGREENS #10054,,,ONTARIO OR 97914,,,Malheur County,,,
1801,1801,1819,Oregon,WALGREENS #10056,,,SAINT HELENS OR 97051,,,Columbia County,,,
1802,1802,1820,Oregon,WALGREENS #10137,,,SANDY OR 97055,,,Clackamas County,,,
1803,1803,1821,Oregon,WALGREENS #10812,,,SPRINGFIELD OR 97477,,,Lane County,,,
1804,1804,1822,Oregon,WALGREENS #10893,,,CANBY OR 97013,,,Clackamas County,,,
1805,1805,1823,Oregon,WALGREENS #11173,,,SALEM OR 97302,,,Marion County,,,
1806,1806,1824,Oregon,WALGREENS #11398,,,GRESHAM OR 97030,,,Multnomah County,,,
1807,1807,1825,Oregon,WALGREENS #11399,,,LEBANON OR 97355,,,Linn County,,,
1808,1808,1826,Oregon,WALGREENS #11632,,,SALEM OR 97301,,,Marion County,,,
1809,1809,1827,Oregon,WALGREENS #11643,,,EUGENE OR 97401,,,Lane County,,,
1810,1810,1828,Oregon,WALGREENS #12068,,,ROSEBURG OR 97470,,,Douglas County,,,
1811,1811,1829,Oregon,WALGREENS #12095,,,WOODBURN OR 97071,,,Marion County,,,
1812,1812,1830,Oregon,WALGREENS #1219-2,,,MIAMI LAKES FL 33016,,,Miami-Dade County,,,
1813,1813,1831,Oregon,WALGREENS #12290,,,COTTAGE GROVE OR 97424,,,Lane County,,,
1814,1814,1832,Oregon,WALGREENS #12491,,,EUGENE OR 97404,,,Lane County,,,
1815,1815,1833,Oregon,WALGREENS #12596,,,MEDFORD OR 97501,,,Jackson County,,,
1816,1816,1834,Oregon,WALGREENS #1261-2,,,ORLANDO FL 32819,,,Orange County,,,
1817,1817,1835,Oregon,WALGREENS #12901,,,NORTH BEND OR 97459,,,Coos County,,,
1818,1818,1836,Oregon,WALGREENS #13727,,,GLADSTONE OR 97027,,,Clackamas County,,,
1819,1819,1837,Oregon,WALGREENS #13780,,,HILLSBORO OR 97123,,,Washington County,,,
1820,1820,1838,Oregon,WALGREENS #13819,,,ROSEBURG OR 97471,,,Douglas County,,,
1821,1821,1839,Oregon,WALGREENS #15154,,,PORTLAND OR 97219,,,Multnomah County,,,
1822,1822,1840,Oregon,WALGREENS #15239,,,NEWPORT OR 97365,,,Lincoln County,,,
1823,1823,1841,Oregon,WALGREENS #15403,,,BEAVERTON OR 97007,,,Washington County,,,
1824,1824,1842,Oregon,WALGREENS #15674,,,BEND OR 97701,,,Deschutes County,,,
1825,1825,1843,Oregon,WALGREENS #15675,,,BEND OR 97701,,,Deschutes County,,,
1826,1826,1844,Oregon,WALGREENS #15974,,,CENTRAL POINT OR 97502,,,Jackson County,,,
1827,1827,1845,Oregon,WALGREENS #16251,,,PORTLAND OR 97213,,,Multnomah County,,,
1828,1828,1846,Oregon,WALGREENS PHARMACY #03890,,,PORTLAND OR 97214,,,Multnomah County,,,
1829,1829,1847,Oregon,WALGREENS PHARMACY #04495,,,PORTLAND OR 97210,,,Multnomah County,,,
1830,1830,1848,Oregon,WALGREENS PHARMACY #01082,,,PORTLAND OR 97229,,,Washington County,,,
1831,1831,1849,Oregon,WALGREENS PHARMACY #03801,,,OREGON CITY OR 97045,,,Clackamas County,,,
1832,1832,1850,Oregon,WALGREENS PHARMACY #03817,,,GRESHAM OR 97030,,,Multnomah County,,,
1833,1833,1851,Oregon,WALGREENS PHARMACY #03838,,,GRESHAM OR 97030,,,Multnomah County,,,
1834,1834,1852,Oregon,WALGREENS PHARMACY #03925,,,PORTLAND OR 97220,,,Multnomah County,,,
1835,1835,1853,Oregon,WALGREENS PHARMACY #04229,,,SALEM OR 97305,,,Marion County,,,
1836,1836,1854,Oregon,WALGREENS PHARMACY #04230,,,KEIZER OR 97303,,,Marion County,,,
1837,1837,1855,Oregon,WALGREENS PHARMACY #04257,,,SALEM OR 97302,,,Marion County,,,
1838,1838,1856,Oregon,WALGREENS PHARMACY #04296,,,PORTLAND OR 97202,,,Multnomah County,,,
1839,1839,1857,Oregon,WALGREENS PHARMACY #04353,,,PORTLAND OR 97266,,,Multnomah County,,,
1840,1840,1858,Oregon,WALGREENS PHARMACY #05572,,,PORTLAND OR 97217,,,Multnomah County,,,
1841,1841,1859,Oregon,WALGREENS PHARMACY #05647,,,PORTLAND OR 97211,,,Multnomah County,,,
1842,1842,1860,Oregon,WALGREENS PHARMACY #05780,,,TIGARD OR 97223,,,Washington County,,,
1843,1843,1861,Oregon,WALGREENS PHARMACY #05910,,,TROUTDALE OR 97060,,,Multnomah County,,,
1844,1844,1862,Oregon,WALGREENS PHARMACY #05952,,,PORTLAND OR 97225,,,Washington County,,,
1845,1845,1863,Oregon,WALGREENS PHARMACY #06140,,,PORTLAND OR 97232,,,Multnomah County,,,
1846,1846,1864,Oregon,WALGREENS PHARMACY #06370,,,BEAVERTON OR 97007,,,Washington County,,,
1847,1847,1865,Oregon,WALGREENS PHARMACY #06426,,,PORTLAND OR 97230,,,Multnomah County,,,
1848,1848,1866,Oregon,WALGREENS PHARMACY #06530,,,ALBANY OR 97321,,,Linn County,,,
1849,1849,1867,Oregon,WALGREENS PHARMACY #06664,,,NEWBERG OR 97132,,,Yamhill County,,,
1850,1850,1868,Oregon,WALGREENS PHARMACY #06831,,,HILLSBORO OR 97124,,,Washington County,,,
1851,1851,1869,Oregon,WALGREENS PHARMACY #06852,,,ALOHA OR 97003,,,Washington County,,,
1852,1852,1870,Oregon,WALGREENS PHARMACY #07119,,,PORTLAND OR 97211,,,Multnomah County,,,
1853,1853,1871,Oregon,WALGREENS PHARMACY #07120,,,MCMINNVILLE OR 97128,,,Yamhill County,,,
1854,1854,1872,Oregon,WALGREENS PHARMACY #07373,,,GRANTS PASS OR 97527,,,Josephine County,,,
1855,1855,1873,Oregon,WALGREENS PHARMACY #07665,,,SHERWOOD OR 97140,,,Washington County,,,
1856,1856,1874,Oregon,WALGREENS PHARMACY #07688,,,WILSONVILLE OR 97070,,,Clackamas County,,,
1857,1857,1875,Oregon,WALGREENS PHARMACY #07971,,,REDMOND OR 97756,,,Deschutes County,,,
1858,1858,1876,Oregon,WALGREENS PHARMACY #07975,,,SPRINGFIELD OR 97478,,,Lane County,,,
1859,1859,1877,Oregon,WALGREENS PHARMACY #11696,,,HOOD RIVER OR 97031,,,Hood River County,,,
1860,1860,1878,Oregon,WALGREENS PHARMACY #15071,,,PORTLAND OR 97229,,,Washington County,,,
1861,1861,1879,Oregon,WALGREENS PHARMACY #15927,,,HAPPY VALLEY OR 97015,,,Clackamas County,,,
1862,1862,1880,Oregon,WALGREENS PHARMACY #16259,,,PORTLAND OR 97230,,,Multnomah County,,,
1863,1863,1881,Oregon,WALLOWA MEMORIAL HOSPITAL PHARMACY,,,ENTERPRISE OR 97828,,,Wallowa County,,,
1864,1864,1882,Oregon,WAL-MART PHARMACY #10-3050,,,BEAVERTON OR 97008,,,Washington County,,,
1865,1865,1883,Oregon,WAL-MART PHARMACY 10-1772,,,KLAMATH FALLS OR 97603,,,Klamath County,,,
1866,1866,1884,Oregon,WAL-MART PHARMACY 10-1775,,,LEBANON OR 97355,,,Linn County,,,
1867,1867,1885,Oregon,WAL-MART PHARMACY 10-1784,,,SALEM OR 97305,,,Marion County,,,
1868,1868,1886,Oregon,WAL-MART PHARMACY 10-1793,,,WOODBURN OR 97071,,,Marion County,,,
1869,1869,1887,Oregon,WAL-MART PHARMACY 10-1817,,,HERMISTON OR 97838,,,Umatilla County,,,
1870,1870,1888,Oregon,WAL-MART PHARMACY 10-1834,,,GRANTS PASS OR 97526,,,Josephine County,,,
1871,1871,1889,Oregon,WAL-MART PHARMACY 10-1843,,,MCMINNVILLE OR 97128,,,Yamhill County,,,
1872,1872,1890,Oregon,WAL-MART PHARMACY 10-1876,,,HOOD RIVER OR 97031,,,Hood River County,,,
